-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.31,43.947,-10.314,-177.19,47.468,-10.913,-176.62,50.911,-11.683,-173.75,59.807,-13.227,-172.04,64.237,-14.486,-172.46,69.944,-15.329,-173.53,57.25,-11.512,-172.39,56.343,-5.5823,-174.75,48.865,3.6211,-168.61,43.039,4.9255,-167.14,41.169,6.1469,-165.66,39.299,7.3682,-166.92,42.139,3.8482,-164.97,40.465,4.5959,-173.48,56.814,-13.93,-173.58,55.009,-19.762,-179.7,44.695,-21.285,-180.3,36.159,-21.078,-181.54,33.791,-21.223,-182.78,31.423,-21.368,-179.65,34.527,-19.756,-180.29,31.933,-19.613,-175.43,36.969,-5.7604,-175.67,21.036,0.9916,-191.89,14.689,0.60886,-192.72,8.7955,0.61797,-192.17,5.9175,0.9638,-175.43,36.274,-13.02,-166.8,22.364,-7.4126,-167.63,6.0665,-1.3015,-162.05,4.304,-2.364,-159.18,4.4662,-3.0165
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.27,43.948,-10.33,-177.09,47.467,-10.925,-176.46,50.91,-11.646,-173.44,59.779,-13.056,-171.66,64.135,-14.463,-172.01,69.787,-15.641,-173.29,57.205,-11.357,-172.38,56.296,-5.3903,-175.45,48.802,3.5852,-170.29,42.249,5.4958,-169.2,40.196,6.8233,-168.11,38.143,8.1508,-168.62,41.144,4.5783,-166.99,39.227,5.4867,-173.2,56.788,-13.778,-173.25,54.896,-19.582,-179.06,44.371,-20.902,-178.23,35.864,-20.457,-179.16,33.356,-20.319,-180.08,30.847,-20.181,-177.48,34.531,-18.876,-177.81,31.92,-18.388,-175.43,36.969,-5.7604,-173.44,21.415,1.5613,-189.77,15.323,1.6685,-190.03,9.4345,2.4847,-189.09,6.7347,3.2075,-175.43,36.274,-13.02,-168.47,21.969,-6.21,-170.57,5.9481,0.31708,-164.94,4.1001,-0.26257,-162.03,4.2464,-0.68504
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.24,43.954,-10.305,-177,47.477,-10.85,-176.34,50.935,-11.461,-173.22,59.81,-12.587,-171.4,64.139,-14.032,-171.64,69.75,-15.417,-173.11,57.187,-10.962,-172.3,56.15,-5.0004,-175.95,48.463,3.5891,-172.09,41.16,5.8274,-171.49,38.9,7.1314,-170.89,36.641,8.4353,-170.54,39.826,5.0043,-169.35,37.625,5.9482,-172.99,56.839,-13.393,-173.18,54.979,-19.205,-178.85,44.352,-20.269,-176.56,36.14,-19.512,-176.88,33.49,-19.317,-177.21,30.841,-19.122,-175.51,35.047,-17.914,-175.23,32.441,-17.374,-175.43,36.969,-5.7604,-171.07,21.859,1.462,-186.93,14.791,2.9653,-186.3,9.0916,4.5581,-184.99,6.5919,5.409,-175.43,36.274,-13.02,-170.69,21.408,-5.5382,-173.49,5.5169,1.0407,-167.85,3.6296,0.87189,-164.91,3.767,0.65693
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.22,43.958,-10.284,-176.95,47.483,-10.798,-176.26,50.948,-11.33,-173.08,59.828,-12.215,-171.2,64.162,-13.578,-171.31,69.764,-15.015,-173,57.168,-10.651,-172.34,55.991,-4.6961,-176.63,48.086,3.3826,-174.25,40.222,5.7759,-174.21,37.807,6.9302,-174.18,35.393,8.0844,-172.92,38.667,4.9659,-172.26,36.216,5.8129,-172.86,56.875,-13.087,-173.06,55.128,-18.934,-178.7,44.478,-19.872,-175.1,36.806,-18.699,-174.72,34.166,-18.48,-174.34,31.525,-18.26,-173.79,36.041,-17.103,-172.83,33.604,-16.544,-175.43,36.969,-5.7604,-169.29,22.248,0.95149,-184.04,13.512,4.0828,-181.98,8.3231,6.1425,-180.03,6.2623,6.9592,-175.43,36.274,-13.02,-173.45,20.885,-5.355,-176.59,5.0236,1.1393,-170.98,3.0704,1.4262,-168.03,3.1714,1.4623
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.23,43.959,-10.276,-176.96,47.485,-10.786,-176.27,50.959,-11.251,-173.11,59.87,-11.872,-171.22,64.263,-13.003,-171.25,69.897,-14.316,-173.06,57.179,-10.361,-172.73,55.81,-4.4205,-177.74,47.615,2.9219,-176.66,39.447,5.2434,-177.17,36.97,6.1239,-177.67,34.493,7.0043,-175.59,37.753,4.3434,-175.46,35.149,4.9506,-172.86,56.937,-12.799,-172.86,55.332,-18.689,-178.36,44.626,-19.789,-173.56,37.752,-18.089,-172.53,35.295,-17.812,-171.51,32.838,-17.535,-172.18,37.348,-16.422,-170.67,35.235,-15.783,-175.43,36.969,-5.7604,-168.12,22.557,0.429,-180.91,11.511,4.685,-177.36,7.1531,6.6375,-174.86,5.7076,7.2653,-175.43,36.274,-13.02,-175.85,20.521,-5.8645,-179.46,4.6038,0.23495,-173.93,2.592,1.1154,-171.01,2.65,1.4742
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.26,43.955,-10.285,-177.04,47.482,-10.812,-176.37,50.968,-11.22,-173.3,59.924,-11.605,-171.45,64.392,-12.458,-171.51,70.073,-13.541,-173.27,57.209,-10.136,-173.33,55.657,-4.2318,-179.09,47.151,2.1416,-179.01,38.836,4.1708,-179.91,36.383,4.7455,-180.82,33.931,5.3203,-178.12,37.101,3.1502,-178.4,34.459,3.4743,-172.99,57.009,-12.57,-172.69,55.541,-18.488,-177.78,44.678,-19.979,-171.99,38.867,-17.54,-170.51,36.682,-17.083,-169.04,34.498,-16.627,-170.74,38.78,-15.734,-168.89,37.038,-14.881,-175.43,36.969,-5.7604,-167.43,22.805,0.14603,-177.28,9.2829,5.0299,-172.61,5.9595,6.6162,-169.78,5.209,7.0245,-175.43,36.274,-13.02,-177.75,20.274,-6.8426,-182.01,4.2768,-1.4032,-176.63,2.1807,0.01619,-173.75,2.217,0.68948
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.32,43.943,-10.337,-177.17,47.461,-10.941,-176.54,50.955,-11.342,-173.61,59.966,-11.489,-171.84,64.529,-11.893,-171.9,70.274,-12.562,-173.57,57.228,-10.062,-174.07,55.462,-4.2385,-180.34,46.642,1.1494,-181.73,38.385,2.9231,-183.09,36.119,3.3417,-184.45,33.852,3.7603,-181.17,36.577,1.8041,-181.95,34.021,1.9647,-173.21,57.072,-12.488,-172.39,55.751,-18.392,-176.26,44.648,-21.209,-170.7,39.082,-17.844,-169.17,36.961,-17.274,-167.64,34.84,-16.703,-169.77,38.937,-15.856,-167.98,37.249,-14.804,-175.43,36.969,-5.7604,-167.12,23.238,0.7058,-170.67,7.0123,5.9741,-165.06,5.761,7.485,-162.17,6.176,7.9385,-175.43,36.274,-13.02,-179.4,20.264,-7.7799,-185.38,4.484,-3.4382,-180.14,2.3112,-1.6623,-177.33,2.2249,-0.77171
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.32,43.934,-10.386,-177.16,47.44,-11.059,-176.49,50.92,-11.51,-173.46,59.896,-11.721,-171.65,64.459,-11.938,-171.7,70.216,-12.496,-173.48,57.177,-10.26,-174.27,55.386,-4.4771,-181.03,46.412,-0.0030903,-182.7,38.108,1.2194,-184.16,35.871,1.4385,-185.61,33.634,1.6575,-182.19,36.369,-0.024807,-183.06,33.841,-0.074721,-173.08,56.986,-12.678,-172.01,55.736,-18.556,-175.27,44.453,-21.42,-169.34,39.924,-17.239,-167.62,38.075,-16.349,-165.9,36.226,-15.459,-168.58,40.071,-15.18,-166.7,38.724,-13.833,-175.43,36.969,-5.7604,-167.92,22.983,1.1309,-170.06,6.6691,6.8709,-164.28,5.9128,8.0697,-161.43,6.573,8.4275,-175.43,36.274,-13.02,-179.82,20.105,-8.676,-185.93,4.1771,-5.1243,-180.77,1.9654,-3.1423,-178.01,1.9961,-2.1196
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.34,43.922,-10.446,-177.2,47.414,-11.19,-176.5,50.883,-11.684,-173.37,59.822,-11.941,-171.49,64.363,-12.019,-171.51,70.127,-12.497,-173.43,57.116,-10.456,-174.5,55.353,-4.7092,-181.86,46.544,-0.92052,-184,38.308,0.011991,-185.57,36.145,0.099672,-187.14,33.983,0.18735,-183.51,36.577,-1.2559,-184.51,34.101,-1.4184,-173.01,56.899,-12.868,-171.71,55.759,-18.723,-174.74,44.41,-21.586,-168.64,40.713,-16.853,-166.87,39.078,-15.681,-165.11,37.442,-14.509,-168.09,41.059,-14.751,-166.25,39.967,-13.147,-175.43,36.969,-5.7604,-168.41,22.79,1.2539,-164.9,6.9921,7.714,-159.07,8.1109,8.1826,-156.65,9.7903,8.224,-175.43,36.274,-13.02,-181.36,20.402,-9.4946,-189.85,5.3382,-7.3121,-185.14,2.4649,-5.0727,-182.45,2.2957,-3.8855
-175.38,37.681,-9.4918,-177.04,40.429,-9.755,-177.34,43.92,-10.455,-177.21,47.408,-11.218,-176.49,50.874,-11.709,-173.3,59.792,-11.921,-171.38,64.318,-11.922,-171.37,70.087,-12.333,-173.39,57.084,-10.442,-174.53,55.223,-4.7404,-181.78,46.163,-1.3485,-184.12,37.972,-0.51929,-185.75,35.847,-0.44817,-187.38,33.722,-0.37704,-183.66,36.229,-1.7805,-184.72,33.777,-1.9528,-172.95,56.869,-12.851,-171.49,55.768,-18.676,-174.11,44.309,-21.503,-167.89,41.043,-16.613,-166.03,39.561,-15.389,-164.17,38.079,-14.166,-167.39,41.479,-14.517,-165.48,40.556,-12.877,-175.43,36.969,-5.7604,-168.52,22.617,1.002,-164.45,6.9014,7.3388,-158.62,8.0688,7.4438,-156.22,9.7866,7.4078,-175.43,36.274,-13.02,-181.95,20.536,-9.9516,-191.38,5.9575,-8.4865,-186.88,2.8302,-6.1639,-184.22,2.6697,-4.9068
