4.6143,17.971,-22.046,4.6143,17.971,-22.046,6.0905,15.89,-21.372,5.9022,9.5488,-17.542,6.0047,1.6767,-18.454,6.0888,1.0999,-16.243,6.1278,1.0736,-15.097,4.6143,17.971,-22.046,2.7666,16.314,-21.65,3.712,8.7787,-21.117,4.3954,1.4615,-24.257,4.363,0.56708,-22.093,4.3159,0.48881,-20.933,4.6143,17.971,-22.046,4.6571,19.995,-21.909,4.6014,21.985,-21.512,4.6014,21.985,-21.512,4.6384,23.69,-21.713,4.6562,25.428,-21.73,4.5989,27.125,-21.336,4.6014,21.985,-21.512,7.9492,23.072,-21.789,8.3292,18.079,-22.548,8.8642,14.697,-21.429,8.8642,14.697,-21.429,8.9311,14.274,-21.289,8.985,13.933,-21.177,8.8642,14.697,-21.429,8.688,14.408,-21.033,4.6014,21.985,-21.512,1.087,22.804,-22.142,0.85738,17.448,-21.952,0.37254,14.378,-20.174,0.37254,14.378,-20.174,0.28266,13.809,-19.844,0.21019,13.351,-19.578,0.37254,14.378,-20.174,0.30798,14.184,-19.433
4.6163,17.925,-21.874,4.6163,17.925,-21.874,6.0842,15.837,-21.202,5.8904,9.4866,-17.388,6.0105,1.5809,-17.934,6.0731,1.0963,-15.7,6.1006,1.1176,-14.554,4.6163,17.925,-21.874,2.7623,16.273,-21.487,3.7178,8.7316,-21.062,4.4037,1.4377,-24.255,4.3624,0.53131,-22.097,4.3112,0.4467,-20.937,4.6163,17.925,-21.874,4.6685,19.948,-21.733,4.6113,21.941,-21.349,4.6113,21.941,-21.349,4.653,23.649,-21.52,4.6761,25.387,-21.519,4.6206,27.084,-21.124,4.6113,21.941,-21.349,7.9554,23.042,-21.615,8.3191,18.051,-22.4,8.8601,14.661,-21.311,8.8601,14.661,-21.311,8.9278,14.237,-21.174,8.9823,13.895,-21.065,8.8601,14.661,-21.311,8.6872,14.369,-20.915,4.6113,21.941,-21.349,1.0981,22.73,-22.023,0.83883,17.376,-21.822,0.3571,14.325,-20.011,0.3571,14.325,-20.011,0.26779,13.76,-19.675,0.19579,13.304,-19.405,0.3571,14.325,-20.011,0.30395,14.137,-19.268
4.6182,17.919,-21.699,4.6182,17.919,-21.699,6.0738,15.823,-21.028,5.8735,9.4504,-17.251,6.0202,1.5284,-17.434,6.0553,1.137,-15.182,6.0681,1.2058,-14.037,4.6182,17.919,-21.699,2.7549,16.276,-21.321,3.7052,8.729,-20.999,4.4025,1.4593,-24.244,4.3576,0.55079,-22.087,4.3041,0.46498,-20.927,4.6182,17.919,-21.699,4.6755,19.942,-21.556,4.6165,21.936,-21.175,4.6165,21.936,-21.175,4.6557,23.645,-21.33,4.6837,25.383,-21.329,4.6343,27.083,-20.943,4.6165,21.936,-21.175,7.9597,23.042,-21.431,8.3113,18.053,-22.234,8.8543,14.655,-21.17,8.8543,14.655,-21.17,8.9222,14.23,-21.037,8.9769,13.888,-20.929,8.8543,14.655,-21.17,8.6826,14.361,-20.776,4.6165,21.936,-21.175,1.105,22.714,-21.87,0.82789,17.362,-21.649,0.34387,14.329,-19.809,0.34387,14.329,-19.809,0.25414,13.767,-19.468,0.18179,13.313,-19.193,0.34387,14.329,-19.809,0.29429,14.147,-19.064
4.6242,17.915,-21.517,4.6242,17.915,-21.517,6.077,15.816,-20.849,5.8622,9.4173,-17.117,6.0273,1.4956,-16.932,6.025,1.21,-14.663,6.0183,1.3322,-13.523,4.6242,17.915,-21.517,2.7591,16.272,-21.149,3.7016,8.7202,-20.933,4.4008,1.4761,-24.235,4.3535,0.56268,-22.08,4.2988,0.47426,-20.921,4.6242,17.915,-21.517,4.6785,19.938,-21.376,4.6205,21.932,-20.993,4.6205,21.932,-20.993,4.6603,23.641,-21.157,4.6897,25.378,-21.161,4.6438,27.078,-20.776,4.6205,21.932,-20.993,7.9659,23.029,-21.26,8.3115,18.041,-22.068,8.8597,14.636,-21.027,8.8597,14.636,-21.027,8.9282,14.21,-20.897,8.9835,13.867,-20.792,8.8597,14.636,-21.027,8.697,14.342,-20.629,4.6205,21.932,-20.993,1.108,22.726,-21.664,0.81778,17.375,-21.43,0.33331,14.359,-19.563,0.33331,14.359,-19.563,0.24349,13.8,-19.216,0.17108,13.349,-18.937,0.33331,14.359,-19.563,0.28892,14.183,-18.816
4.6315,17.899,-21.334,4.6315,17.899,-21.334,6.0836,15.797,-20.673,5.8579,9.3672,-16.997,6.029,1.4634,-16.435,5.9873,1.2785,-14.156,5.9605,1.4511,-13.023,4.6315,17.899,-21.334,2.7662,16.253,-20.978,3.7055,8.699,-20.877,4.4008,1.4798,-24.234,4.3526,0.55889,-22.082,4.2977,0.46645,-20.923,4.6315,17.899,-21.334,4.6849,19.922,-21.194,4.6283,21.916,-20.814,4.6283,21.916,-20.814,4.6707,23.625,-20.984,4.7017,25.362,-20.985,4.6581,27.061,-20.592,4.6283,21.916,-20.814,7.9751,23.007,-21.09,8.3137,18.02,-21.908,8.8671,14.608,-20.895,8.8671,14.608,-20.895,8.9363,14.182,-20.768,8.9921,13.838,-20.666,8.8671,14.608,-20.895,8.7247,14.317,-20.487,4.6283,21.916,-20.814,1.1155,22.717,-21.476,0.81404,17.367,-21.24,0.32738,14.371,-19.341,0.32738,14.371,-19.341,0.23715,13.816,-18.989,0.16442,13.368,-18.705,0.32738,14.371,-19.341,0.28977,14.202,-18.592
4.6394,17.878,-21.153,4.6394,17.878,-21.153,6.0922,15.774,-20.5,5.8567,9.3146,-16.876,6.0361,1.4445,-15.959,5.962,1.3683,-13.675,5.9185,1.5947,-12.551,4.6394,17.878,-21.153,2.7746,16.23,-20.803,3.7114,8.6751,-20.808,4.405,1.489,-24.235,4.3516,0.56115,-22.086,4.2945,0.46504,-20.928,4.6394,17.878,-21.153,4.6942,19.901,-21.011,4.6383,21.896,-20.636,4.6383,21.896,-20.636,4.6871,23.604,-20.804,4.7187,25.342,-20.798,4.6728,27.038,-20.397,4.6383,21.896,-20.636,7.9849,22.987,-20.911,8.3154,18.001,-21.74,8.8689,14.58,-20.758,8.8689,14.58,-20.758,8.9381,14.153,-20.636,8.9939,13.808,-20.537,8.8689,14.58,-20.758,8.712,14.281,-20.362,4.6383,21.896,-20.636,1.1262,22.692,-21.307,0.81458,17.343,-21.059,0.3235,14.365,-19.134,0.3235,14.365,-19.134,0.23246,13.812,-18.777,0.15906,13.367,-18.489,0.3235,14.365,-19.134,0.28742,14.202,-18.384
4.6064,17.846,-20.944,4.6064,17.846,-20.944,6.0612,15.744,-20.287,5.7901,9.2326,-16.76,5.9365,1.4027,-15.541,5.8581,1.4168,-13.256,5.8127,1.6874,-12.143,4.6064,17.846,-20.944,2.7442,16.192,-20.608,3.6458,8.6323,-20.607,4.3122,1.3964,-23.934,4.2356,0.52771,-21.761,4.1689,0.46347,-20.601,4.6064,17.846,-20.944,4.6624,19.868,-20.798,4.6091,21.863,-20.421,4.6091,21.863,-20.421,4.6587,23.572,-20.585,4.6894,25.309,-20.574,4.6428,27.005,-20.168,4.6091,21.863,-20.421,7.9574,22.951,-20.687,8.3108,17.965,-21.503,8.8722,14.544,-20.524,8.8722,14.544,-20.524,8.9424,14.117,-20.402,8.999,13.772,-20.303,8.8722,14.544,-20.524,8.7052,14.24,-20.135,4.6091,21.863,-20.421,1.099,22.665,-21.095,0.77234,17.317,-20.845,0.27702,14.345,-18.91,0.27702,14.345,-18.91,0.18519,13.795,-18.551,0.11116,13.351,-18.262,0.27702,14.345,-18.91,0.23765,14.186,-18.159
4.6109,17.816,-20.948,4.6109,17.816,-20.948,6.0708,15.718,-20.29,5.7907,9.1771,-16.819,5.9118,1.4015,-15.29,5.8155,1.5287,-13.009,5.7624,1.8542,-11.91,4.6109,17.816,-20.948,2.7534,16.155,-20.623,3.6363,8.5937,-20.727,4.2742,1.3588,-24.062,4.1866,0.51539,-21.879,4.116,0.46475,-20.719,4.6109,17.816,-20.948,4.6679,19.838,-20.799,4.619,21.832,-20.419,4.619,21.832,-20.419,4.6677,23.542,-20.579,4.699,25.279,-20.568,4.6545,26.975,-20.162,4.619,21.832,-20.419,7.9686,22.915,-20.69,8.3277,17.93,-21.508,8.8892,14.505,-20.545,8.8892,14.505,-20.545,8.9594,14.077,-20.424,9.0161,13.732,-20.327,8.8892,14.505,-20.545,8.7182,14.198,-20.16,4.619,21.832,-20.419,1.1089,22.642,-21.084,0.77268,17.295,-20.822,0.27451,14.335,-18.871,0.27451,14.335,-18.871,0.18215,13.786,-18.509,0.1077,13.344,-18.218,0.27451,14.335,-18.871,0.23149,14.18,-18.12
4.6304,17.79,-20.95,4.6304,17.79,-20.95,6.0923,15.694,-20.29,5.804,9.1395,-16.845,5.8933,1.4242,-15.034,5.7822,1.645,-12.761,5.7229,2.0152,-11.677,4.6304,17.79,-20.95,2.7752,16.124,-20.634,3.6378,8.5635,-20.873,4.2454,1.3506,-24.26,4.1574,0.51195,-22.076,4.0879,0.46396,-20.915,4.6304,17.79,-20.95,4.6866,19.812,-20.801,4.64,21.806,-20.419,4.64,21.806,-20.419,4.6875,23.515,-20.576,4.7186,25.253,-20.565,4.6757,26.949,-20.16,4.64,21.806,-20.419,7.9907,22.884,-20.696,8.3488,17.9,-21.526,8.9101,14.467,-20.593,8.9101,14.467,-20.593,8.9803,14.038,-20.476,9.0369,13.692,-20.382,8.9101,14.467,-20.593,8.7404,14.157,-20.21,4.64,21.806,-20.419,1.1296,22.622,-21.073,0.78416,17.277,-20.791,0.2845,14.33,-18.82,0.2845,14.33,-18.82,0.19187,13.783,-18.455,0.11719,13.343,-18.161,0.2845,14.33,-18.82,0.24214,14.18,-18.068
4.6653,17.766,-20.97,4.6653,17.766,-20.97,6.1241,15.669,-20.306,5.8151,9.1073,-16.877,5.8611,1.4476,-14.842,5.7319,1.7272,-12.577,5.6645,2.1255,-11.503,4.6653,17.766,-20.97,2.8085,16.1,-20.662,3.657,8.5425,-21.007,4.249,1.3812,-24.504,4.1663,0.51941,-22.329,4.1001,0.45913,-21.168,4.6653,17.766,-20.97,4.7214,19.788,-20.821,4.6757,21.782,-20.439,4.6757,21.782,-20.439,4.7232,23.492,-20.593,4.7544,25.229,-20.581,4.7129,26.925,-20.177,4.6757,21.782,-20.439,8.0274,22.856,-20.72,8.3786,17.874,-21.564,8.9392,14.431,-20.667,8.9392,14.431,-20.667,9.0093,14.001,-20.554,9.0658,13.654,-20.464,8.9392,14.431,-20.667,8.7732,14.118,-20.284,4.6757,21.782,-20.439,1.1654,22.604,-21.087,0.80703,17.261,-20.781,0.3003,14.325,-18.795,0.3003,14.325,-18.795,0.20636,13.781,-18.427,0.13062,13.342,-18.131,0.3003,14.325,-18.795,0.25734,14.179,-18.042
